81601,17768
81610,996
81611,21753
81612,55
81615,1603
81620,17489
81621,15400
81623,32088
81624,2573
81625,32086
81630,1946
81631,17751
81632,18022
81633,34
81635,15904
81637,20083
81638,191
81639,5719
81640,274
81641,8444
81642,98
81643,2115
81645,1600
81646,518
81647,7537
81648,7403
81649,496
81650,34174
81652,9837
81653,79
81654,1828
81655,78
81656,506
81657,13871
