LNG,LAT,ROUTES,STOPNAME,DIR,DISTANCE_FROM_STREET,CITY,POSTAL,CORNER,ON_STREET,AT_STREET,STOPNAME_BSID,,County
-104.962152,39.866329,93L,Eppinger Blvd & Race St {1203},NE,125,Thornton,80229,NE,Eppinger Blvd,Race St,Eppinger Blvd & Race St {1203} (Stop No. 20104),,Thornton County
-104.890343,39.75499,105,Central Park Blvd & 26th Ave,N,50,Denver,80238,NE,Central Park Blvd,E 26th Ave,Central Park Blvd & 26th Ave (Stop No. 25598),,Denver County
-105.02972,39.70068,11,S Irving St & W Kentucky Ave,N,100,Denver,80219,NE,S Irving St,W Kentucky Av,S Irving St & W Kentucky Ave (Stop No. 14619),,Denver County
-104.96909,39.740088,15,Colfax Ave & Park Ave,W,90,Denver,80218,NW,E Colfax Av,Park Av,Colfax Ave & Park Ave (Stop No. 12951),,Denver County
-104.8470824,39.67518059,121,S Peoria St & Iliff Ave,N,75,Aurora,80014,NE,S Peoria St,E Iliff Av,S Peoria St & Iliff Ave (Stop No. 15935),,Aurora County
-104.946525,39.757085,28,Madison St & 28th Ave,S,15,Denver,80205,NW,Madison St,E 28th Av,Madison St & 28th Ave (Stop No. 15130),,Denver County
-104.94642,39.758095,28,Madison St & 29th Ave,N,5,Denver,80205,SE,Madison St,E 29th Av,Madison St & 29th Ave (Stop No. 15131),,Denver County
-105.202236,40.07034,205,Spine Rd & Gunpark Dr,S,50,Boulder,80301,NW,Spine Rd,Gunpark Dr,Spine Rd & Gunpark Dr (Stop No. 22712),,Boulder County
-104.9323285,39.91384261,"93L, 120L",120th Ave & Birch Dr,E,75,Thornton,80233,SE,E 120th Ave,Birch Dr,120th Ave & Birch Dr (Stop No. 22716),,Thornton County
-104.809814,39.657652,153,S Chambers Rd & Floyd Ave,N,75,Aurora,80013,NE,S Chambers Rd,E Floyd Av,S Chambers Rd & Floyd Ave (Stop No. 18379),,Aurora County
-104.90168,39.536383,403,Lincoln Ave & Lone Tree Pkwy {1401},E,75,Lone Tree,80124,SE,Lincoln Av,Lone Tree Pkwy,Lincoln Ave & Lone Tree Pkwy {1401} (Stop No. 25709),,Lone Tree County
-105.095717,39.893153,76,Wadsworth Pkwy & W 108th Ave,N,90,Westminster,80021,NE,Wadsworth Pkwy,W 108th Av,Wadsworth Pkwy & W 108th Ave (Stop No. 14447),,Westminster County
-105.013839,39.729228,"1, 9",W 8th Ave & Wyandot St,E,75,Denver,80204,SE,W 8th Ave,Wyandot St,W 8th Ave & Wyandot St (Stop No. 25600),,Denver County
-105.06905,39.747683,20,W 20th Ave & Marshall St,W,150,Edgewater,80214,NW,W 20th Av,Marshall St,W 20th Ave & Marshall St (Stop No. 10520),,Edgewater County
-105.27237,40.036311,208,Iris Ave & 19th St,E,70,Boulder,80304,SE,Iris Av,19th St,Iris Ave & 19th St (Stop No. 14599),,Boulder County
-104.9038299,39.71881298,"73, 6",Quebec St & 1st Ave,S,75,Denver,80220,SW,Quebec St,E 2nd Ave,Quebec St & 1st Ave (Stop No. 16120),,Denver County
-105.234726,40.011541,206,Eisenhower Dr & McKinley Dr,N,50,Boulder,80303,SE,Eisenhower Dr,Mc Kinley Dr,Eisenhower Dr & McKinley Dr (Stop No. 13510),,Boulder County
-104.85463,39.732853,10,11th Ave & Moline St,E,300,Aurora,80010,SW,E 11th Ave,Moline St,11th Ave & Moline St (Stop No. 10127),,Aurora County
-104.849883,39.73286,10,11th Ave & Nome St,E,300,Aurora,80010,SE,E 11th Ave,Nome St,11th Ave & Nome St (Stop No. 10129),,Aurora County
-104.847893,39.733022,10,11th Ave & Peoria St,W,175,Aurora,80010,NW,E 11th Ave,Peoria St,11th Ave & Peoria St (Stop No. 10136),,Aurora County
-104.912003,39.643064,"105, 65",S Monaco Pkwy & S Niagara Way,NW,135,Denver,80237,NE,S Monaco St,Niagara Wy S,S Monaco Pkwy & S Niagara Way (Stop No. 15562),,Denver County
-105.21571,40.064917,205,Spine Rd & Longbow Dr,SW,150,Boulder,80301,W,Spine Rd,Longbow Dr,Spine Rd & Longbow Dr (Stop No. 22504),,Boulder County
-104.8169501,39.58622564,153,Eagle St & S Jordan Rd,W,75,Englewood,80112,NW,Eagle St,S Jordan Rd,Eagle St & S Jordan Rd (Stop No. 26432),,Englewood County
-105.048808,39.88537,104,W 104th Ave & Wolff St,W,70,Westminster,80031,NW,W 104th Av,Wolff St,W 104th Ave & Wolff St (Stop No. 24207),,Westminster County
-105.272633,40.037437,204,19th St & Joslin Ct,N,65,Boulder,80304,NE,19th St,Joslyn Ct,19th St & Joslin Ct (Stop No. 10379),,Boulder County
-105.106515,39.804985,72,Ralston Rd & W 59th Ave,NW,50,Arvada,80004,NW,Ralston Rd,W 59th Av,Ralston Rd & W 59th Ave (Stop No. 16258),,Arvada County
-105.108763,39.806849,72,Ralston Rd & Allendale Dr,SE,134,Arvada,80004,SE,Ralston Rd,Allendale Dr,Ralston Rd & Allendale Dr (Stop No. 16259),,Arvada County
-105.050587,39.925562,128,Midway Blvd & Yates St {1104},E,60,Broomfield,80020,SE,Midway Blvd,Yates St,Midway Blvd & Yates St {1104} (Stop No. 23941),,Broomfield County
-105.045481,39.928233,128,Midway Blvd & Vrain St {1104},E,100,Broomfield,80020,SE,Midway Blvd,Vrain St,Midway Blvd & Vrain St {1104} (Stop No. 23942),,Broomfield County
-104.97327,39.764226,"12, 34",Downing St & Bruce Randolph Ave,N,45,Denver,80205,SE,Downing St,E Bruce Randolph Ave,Downing St & Bruce Randolph Ave (Stop No. 20547),,Denver County
-104.997938,39.727259,1,W 7th Ave & Inca St,E,75,Denver,80204,SW,W 7th Av,Inca St,W 7th Ave & Inca St (Stop No. 20579),,Denver County
-104.939149,39.827126,"88, 88L",72nd Ave & Colorado Blvd,E,106,Commerce City,80022,SE,E 72nd Av,Colorado Blvd,72nd Ave & Colorado Blvd (Stop No. 20052),,Commerce City County
-104.887056,39.565812,402L,County Line Rd & S Willow St  {1401},E,75,Lone Tree,80124,SE,E County Line Rd,S Willow St,County Line Rd & S Willow St  {1401} (Stop No. 26001),,Lone Tree County
-105.11941,40.196077,"326, J, LX, BOLT, LD",21st Ave & Vivian St {1103},W,50,Longmont,80501,NW,21st Ave,Vivian St,21st Ave & Vivian St {1103} (Stop No. 17492),,Longmont County
-105.090469,39.957521,LD,US 287 & Dillon Rd,S,75,Broomfield,80020,SW,Hwy 287,Dillon Rd,US 287 & Dillon Rd (Stop No. 17972),,Broomfield County
-105.071512,39.580805,77,W Ken Caryl Ave & S Pierce St Nearside {1303},W,345,Columbine,80128,,W Ken Caryl Av,S Kendall Blvd,W Ken Caryl Ave & S Pierce St Nearside {1303} (Stop No. 14739),,Columbine County
-105.093938,40.16403179,"323, 327",3rd Ave & Martin St {1103},W,195,Longmont,80501,,3rd Ave,Martin St,3rd Ave & Martin St {1103} (Stop No. 26644),,Longmont County
-104.9965235,39.74677912,"15L, 15, 9",15th St & Curtis St [ X Stop ],W,250,Denver,80202,NE,15th St,Curtis St,15th St & Curtis St [ X Stop ] (Stop No. 17705),,Denver County
-105.197991,40.072848,205,Lookout Rd & Gunpark Dr,W,75,Boulder,80301,NE,Lookout Rd,Gunpark Dr E,Lookout Rd & Gunpark Dr (Stop No. 21999),,Boulder County
-104.809736,39.689619,153,S Chambers Rd & Florida Ave,N,75,Aurora,80017,NE,S Chambers Rd,E Florida Av,S Chambers Rd & Florida Ave (Stop No. 12707),,Aurora County
-104.809773,39.675255,153,S Chambers Rd & Iliff Ave,N,120,Aurora,80013,NE,S Chambers Rd,E Iliff Av,S Chambers Rd & Iliff Ave (Stop No. 12710),,Aurora County
-104.895892,39.696717,11,Mississippi Ave & S Tamarac St,W,300,Denver,80247,NW,E Mississippi Av,S Tamarac St,Mississippi Ave & S Tamarac St (Stop No. 15447),,Denver County
-104.976413,39.75747791,43,California St & 29th St,SW,5,Denver,80205,NE,California St,29th St,California St & 29th St (Stop No. 12656),,Denver County
-105.042836,39.665183,35,S Raleigh St & W Amherst Ave,SW,45,Denver,80236,NW,S Raleigh St,W Amherst Av N,S Raleigh St & W Amherst Ave (Stop No. 16243),,Denver County
-105.044171,39.662241,35,S Raleigh St & W Bates Ave,S,87,Denver,80236,SW,S Raleigh St,W Bates Av,S Raleigh St & W Bates Ave (Stop No. 16245),,Denver County
-104.987432,39.830616,8,Broadway & Bowie Ct,S,150,Sherrelwood,80221,NW,Broadway,Bowie Ct,Broadway & Bowie Ct (Stop No. 12484),,Sherrelwood County
-105.015923,39.758053,28,Zuni St & W 29th Ave,S,90,Denver,80211,SW,Zuni St,W 29th Av,Zuni St & W 29th Ave (Stop No. 22014),,Denver County
-105.02739,39.762605,32,W 32nd Ave & Green Ct,SW,130,Denver,80211,NE,W 32nd Ave,Green Ct,W 32nd Ave & Green Ct (Stop No. 10859),,Denver County
-104.909317,39.82388,49,70th Ave & Newport St,W,125,Commerce City,80022,NW,E 70th Av,Newport St,70th Ave & Newport St (Stop No. 19282),,Commerce City County
-104.903631,39.66699,46,S Quebec St & Yale Ave,SE,137,Denver,80231,SW,S Quebec St,E Yale Av,S Quebec St & Yale Ave (Stop No. 19304),,Denver County
-104.900204,39.561629,402L,Park Meadows Dr & S Quebec St {1401},E,1200,Lone Tree,80124,SE,Park Meadows Dr,S Quebec St,Park Meadows Dr & S Quebec St {1401} (Stop No. 25880),,Lone Tree County
-105.137811,39.805141,"52, 125",Ward Rd & W 60th Ave,N,115,Arvada,80004,NE,Ward Rd,W 60th Av,Ward Rd & W 60th Ave (Stop No. 17124),,Arvada County
-105.0905344,39.99167144,"225, LD",S Public Rd & W Spaulding St,S,75,Lafayette,80026,NW,S Public Rd,E Spaulding St,S Public Rd & W Spaulding St (Stop No. 17875),,Lafayette County
-104.817276,39.653206,133,Hampden Ave & S Eagle St,W,120,Aurora,80014,NW,E Hampden Av,S Eagle St,Hampden Ave & S Eagle St (Stop No. 18395),,Aurora County
-105.158281,39.98699,DASH,South Boulder Rd & Hayes Dr {1102},W,125,Louisville,80027,NE,S Boulder Rd,Hays Dr,South Boulder Rd & Hayes Dr {1102} (Stop No. 18044),,Louisville County
-105.129732,39.58088,"116X, 99L, 77",W Ken Caryl Ave & S Simms St {1303},W,105,Ken Caryl,80127,NW,W Ken Caryl Av,S Simms St,W Ken Caryl Ave & S Simms St {1303} (Stop No. 21491),,Ken Caryl County
-105.133287,39.580586,"99L, 116X, 77",W Ken Caryl Ave & S Alkire St {1303},E,75,Ken Caryl,80127,SE,W Ken Caryl Av,S Alkire St,W Ken Caryl Ave & S Alkire St {1303} (Stop No. 21495),,Ken Caryl County
-104.819367,39.684247,21,S Sable Blvd & Colorado Dr,S,98,Aurora,80012,SW,S Sable Blvd,E Colorado Dr,S Sable Blvd & Colorado Dr (Stop No. 16384),,Aurora County
-105.132643,39.740258,"16, 16L",W Colfax Ave & Union St,W,20,Lakewood,80215,NE,W Colfax Av,Union St,W Colfax Ave & Union St (Stop No. 12993),,Lakewood County
-105.109831,39.728474,100,Kipling St & W 8th Ave,S,85,Lakewood,80215,SW,Kipling St,W 8th Av,Kipling St & W 8th Ave (Stop No. 14847),,Lakewood County
-105.2101201,39.73424059,GDFX,Jefferson County Workforce Building {1109},S,65,Golden,80401,SE,*Jeffco Work Force Bldg,,Jefferson County Workforce Building {1109} (Stop No. 26499),,Golden County
-105.0533706,39.79331269,51,Sheridan Blvd & W 53rd Ave,S,150,Arvada,80002,NW,Sheridan Blvd,W 53rd Av,Sheridan Blvd & W 53rd Ave (Stop No. 16484),,Arvada County
-104.943854,39.740219,15,Colfax Ave & Garfield St,W,90,Denver,80206,NE,E Colfax Av,Garfield St,Colfax Ave & Garfield St (Stop No. 12886),,Denver County
-104.977806,39.88746,12,Washington St & Washington Way {1203},S,70,Northglenn,80233,SW,Washington St,Washington Wy,Washington St & Washington Way {1203} (Stop No. 17159),,Northglenn County
-105.151736,39.97728021,"DASH, 228",Via Appia & Church Ln {1102},NE,75,Louisville,80027,SE,Via Appia,Church Lane,Via Appia & Church Ln {1102} (Stop No. 33056),,Louisville County
-104.8812472,39.78510788,42,Northfield Blvd & Beeler St,E,225,Denver,80238,SE,E 49th Ave,Beeler St,Northfield Blvd & Beeler St (Stop No. 33060),,Denver County
-104.998721,39.613134,66,W Littleton Blvd & S Hickory St,E,75,Littleton,80120,SE,W Littleton Blvd,S Hickory St,W Littleton Blvd & S Hickory St (Stop No. 15010),,Littleton County
-105.137795,39.807759,"52, 125",Ward Rd & W 61st Ave,N,75,Arvada,80004,NE,Ward Rd,W 61st Av,Ward Rd & W 61st Ave (Stop No. 17127),,Arvada County
-105.053144,39.697811,"11, 51, 4",S Sheridan Blvd & Morrison Rd,N,303,Denver,80219,NW,S Sheridan Blvd,Morrison Rd,S Sheridan Blvd & Morrison Rd (Stop No. 16572),,Denver County
-105.109718,39.758821,100,Kipling St & W 30th Ave,S,145,Wheat Ridge,80215,SW,Kipling St,W 30th Av,Kipling St & W 30th Ave (Stop No. 14807),,Wheat Ridge County
-105.0716,39.762044,32,W 32nd Ave & Pierce St,E,115,Wheat Ridge,80214,SE,W 32nd Av,Pierce St,W 32nd Ave & Pierce St (Stop No. 10905),,Wheat Ridge County
-105.052799,39.762062,32,W 32nd Ave & Sheridan Blvd,E,105,Denver,80212,SE,W 32nd Av,Sheridan Blvd,W 32nd Ave & Sheridan Blvd (Stop No. 10912),,Denver County
-105.253562,40.029701,"BOND, 208",30th St & Valmont Rd,N,125,Boulder,80301,NE,30th St,Valmont Rd,30th St & Valmont Rd (Stop No. 10845),,Boulder County
-104.989767,39.701792,11,I-25 & Broadway Station Gate D1,W,75,Denver,80223, ,E Kentucky Ave,S Broadway,I-25 & Broadway Station Gate D1 (Stop No. 26282),,Denver County
-105.081611,39.678735,"76, 87L",S Wadsworth Blvd & W Evans Ave,S,65,Lakewood,80227,SW,S Wadsworth Blvd,W Evans Av,S Wadsworth Blvd & W Evans Ave (Stop No. 17048),,Lakewood County
-104.859067,39.747506,20,Montview Blvd & Kingston St,W,75,Aurora,80010,NW,Montview Blvd,Kingston St,Montview Blvd & Kingston St (Stop No. 15588),,Aurora County
-104.795824,39.740061,15,Colfax Ave & Norfolk St,E,75,Aurora,80011,SW,E Colfax Av,Norfolk St,Colfax Ave & Norfolk St (Stop No. 12941),,Aurora County
-104.818416,39.729683,15L,Sable Blvd & 10th Ave,NW,75,Aurora,80011,NW,Sable Blvd,E 10th Av,Sable Blvd & 10th Ave (Stop No. 16357),,Aurora County
-105.109923,39.646026,"99, 99L",S Kipling St & W Lehigh Ave,S,75,Denver,80235,SW,S Kipling St,W Lehigh Av,S Kipling St & W Lehigh Ave (Stop No. 14881),,Denver County
-104.98819,39.616343,"0L, 0",S Broadway & W Powers Ave,S,500,Littleton,80120,NW,S Broadway,W Powers Av,S Broadway & W Powers Ave (Stop No. 12443),,Littleton County
-104.927137,39.758329,28,29th Ave & Forest St,E,5,Denver,80207,SW,E 29th Av,Forest St,29th Ave & Forest St (Stop No. 10754),,Denver County
-105.067411,39.816114,72,Lamar St & W 66th Ave,S,102,Arvada,80003,SW,Lamar St,W 66th Av,Lamar St & W 66th Ave (Stop No. 14922),,Arvada County
-105.053883,39.696866,11,W Mississippi Ave & S Sheridan Blvd,W,160,Lakewood,80232,NW,W Mississippi Av,S Sheridan Blvd,W Mississippi Ave & S Sheridan Blvd (Stop No. 15443),,Lakewood County
-104.973659,39.76765,44,Larimer St & Downing St,SW,110,Denver,80205,W,Larimer St,Downing St,Larimer St & Downing St (Stop No. 14947),,Denver County
-105.128644,39.74026,"16, GS, 16L",W Colfax Ave & Simms St,W,90,Lakewood,80215,NW,W Colfax Av,Simms St,W Colfax Ave & Simms St (Stop No. 12980),,Lakewood County
-105.0262126,39.68941352,14,W Florida Ave & S Federal Blvd,E,450,Denver,80219,,W Florida Ave,S Federal Blvd,W Florida Ave & S Federal Blvd (Stop No. 34274),,Denver County
-104.9032331,39.72591298,73,Quebec St & 6th Ave,N,40,Denver,80230,NE,Quebec St,E 6th Av N,Quebec St & 6th Ave (Stop No. 16138),,Denver County
-104.8267536,39.78819027,45,51st Ave & Chandler Way,W,75,Denver,80239,NW,51st Ave,Chandler Way,51st Ave & Chandler Way (Stop No. 34867),,Denver County
-104.940044,39.75825,28,29th Ave & Colorado Blvd,E,90,Denver,80207,SE,E 29th Ave,Colorado Blvd,29th Ave & Colorado Blvd (Stop No. 10743),,Denver County
-104.946356,39.743839,20,17th Ave & Madison St,W,50,Denver,80205,NE,E 17th Ave,Madison St,17th Ave & Madison St (Stop No. 10308),,Denver County
-104.973008,39.766675,12,Lawrence St & Downing St,NE,105,Denver,80205,NE,Lawrence St,Downing St,Lawrence St & Downing St (Stop No. 14958),,Denver County
-105.271634,40.0060934,HOP,Euclid Ave & Broadway,W,100,Boulder,80309,NE,Euclid Av,Broadway,Euclid Ave & Broadway (Stop No. 25461),,Boulder County
-105.2644033,40.01466816,JUMP,Arapahoe Ave & 23rd St,W,35,Boulder,80302,NE,Arapahoe Ave,23rd St,Arapahoe Ave & 23rd St (Stop No. 12207),,Boulder County
-105.001639,39.777773,"19, 52",Lipan St & W 45th Ave,N,125,Denver,80211,SE,Lipan St,W 45th Av,Lipan St & W 45th Ave (Stop No. 14998),,Denver County
-105.0171944,39.53553057,402L,Highlands Ranch Pkwy & Wildcat Reserve Pkwy,NE,250,Highlands Ranch,80129,SW,W. Highlands Ranch Pkwy ,W. Wildcat Reserve Pkwy,Highlands Ranch Pkwy & Wildcat Reserve Pkwy (Stop No. 34276),,Highlands Ranch County
-105.247826,40.022878,206,Pearl Pkwy & Frontier Ave,SE,50,Boulder,80301,W,Pearl Pkwy,Frontier Ave,Pearl Pkwy & Frontier Ave (Stop No. 23023),,Boulder County
-105.2525232,40.02366859,BOLT,Boulder Junction at Depot Square Station Gate S3,W,100,Boulder,80301,N,Pearl Pkwy,31st St,Boulder Junction at Depot Square Station Gate S3 (Stop No. 23025),,Boulder County
-104.824837,39.983661,RX,Kuner Rd & Egbert St {1201},S,75,Brighton,80601,SW,Kuner Rd,Egbert St,Kuner Rd & Egbert St {1201} (Stop No. 20046),,Brighton County
-104.826097,39.979363,RX,S Kuner Rd & Southern St {1201},S,75,Brighton,80601,SW,Kuner Rd,Southern St,S Kuner Rd & Southern St {1201} (Stop No. 20047),,Brighton County
-105.151072,39.69038,21,W Alameda Pkwy & W Florida Dr {1304},NE,75,Lakewood,80228,NE,W Alameda Pkwy,Florida Dr,W Alameda Pkwy & W Florida Dr {1304} (Stop No. 12126),,Lakewood County
-104.9423475,39.54330506,402L,9500 Block S University Blvd,SE,820,Highlands Ranch,80126, ,S University Blvd,E Highlands Ranch Pkwy,9500 Block S University Blvd (Stop No. 33475),,Highlands Ranch County
-104.986919,39.735237,10,12th Ave & Broadway,E,90,Denver,80203,SE,E 12th Ave,Broadway,12th Ave & Broadway (Stop No. 10159),,Denver County
-104.973595,39.7351,10,12th Ave & Corona St,E,135,Denver,80218,SE,E 12th Ave,Corona St,12th Ave & Corona St (Stop No. 10160),,Denver County
-105.0531106,39.82037099,51,Sheridan Blvd & W 68th Ave,N,90,Westminster,80030,NE,Sheridan Blvd,W 68th Av,Sheridan Blvd & W 68th Ave (Stop No. 16497),,Westminster County
-105.053375,39.728212,51,Sheridan Blvd & W 8th Ave,S,325,Lakewood,80214,SW,Sheridan Blvd,W 8th Av,Sheridan Blvd & W 8th Ave (Stop No. 16509),,Lakewood County
-104.791653,39.630256,"169, 169L",S Buckley Rd & Wagontrail Pkwy,S,75,Aurora,80015,SW,S Buckley Rd,E Wagontrail Pkwy,S Buckley Rd & Wagontrail Pkwy (Stop No. 23659),,Aurora County
-105.2663793,40.00395951,209,Regent Dr & Broadway,W,300,Boulder,80309,NE,Regent Dr,Broadway,Regent Dr & Broadway (Stop No. 23668),,Boulder County
-105.0326183,39.72790262,1,Knox Ct & W 7th Ave,E,75,Denver,80204,,,,Knox Ct & W 7th Ave (Stop No. 33209),,Denver County
-105.2260476,39.99648308,225,Tenino Ave & Oneida St,E,90,Boulder,80303,SE,Tenino Ave,Oneida St,Tenino Ave & Oneida St (Stop No. 33875),,Boulder County
-105.261311,39.997013,"DASH, GS, SKIP, AB, BOND",27th Way & Broadway PnR,NW,105,Boulder,80305,NE,Broadway St,27th Way,27th Way & Broadway PnR (Stop No. 12438),,Boulder County
-104.972868,39.725452,12,Downing St & 6th Ave,N,20,Denver,80218,SE,Downing St,E 6th Ave,Downing St & 6th Ave (Stop No. 13385),,Denver County
-105.055334,39.747548,20,W 20th Ave & Benton St,E,75,Edgewater,80214,SE,W 20th Av,Benton St,W 20th Ave & Benton St (Stop No. 21800),,Edgewater County
-105.1324205,39.72261761,"EV, 100, 99L, 16, GS, CV",Union Blvd & W 4th Ave,S,80,Lakewood,80228,SW,S Union Blvd,W 4th Av,Union Blvd & W 4th Ave (Stop No. 16775),,Lakewood County
-104.980028,39.746135,"28, 32",19th Ave & Pearl St,E,35,Denver,80203,SW,E 19th Ave,Pearl St,19th Ave & Pearl St (Stop No. 10359),,Denver County
-105.1003579,39.71047693,99,S Garrison St & W Alameda Ave,S,90,Lakewood,80226,SW,S Garrison St,W Alameda Ave,S Garrison St & W Alameda Ave (Stop No. 18352),,Lakewood County
-105.1003694,39.70461734,99,S Garrison St & W Center Ave,S,65,Lakewood,80226,SW,S Garrison St,W Center Ave,S Garrison St & W Center Ave (Stop No. 18354),,Lakewood County
-104.940851,39.68707,40,S Colorado Blvd & Iowa Ave,S,75,Denver,80210,SW,S Colorado Blvd,E Iowa Av,S Colorado Blvd & Iowa Ave (Stop No. 13127),,Denver County
-105.027953,39.884986,104,W 104th Ave & Hooker St {1110},E,90,Westminster,80031,SE,W 104th Av,Hooker St,W 104th Ave & Hooker St {1110} (Stop No. 24196),,Westminster County
-104.990923,39.720732,52,Bannock St & W 3rd Ave,S,70,Denver,80223,SW,Bannock St,W 3rd Ave,Bannock St & W 3rd Ave (Stop No. 12324),,Denver County
-104.990925,39.723912,52,Bannock St & W 5th Ave,S,70,Denver,80204,SW,Bannock St,W 5th Ave,Bannock St & W 5th Ave (Stop No. 12326),,Denver County
-105.019967,39.678591,21,W Evans Ave & S Clay St,E,75,Denver,80219,SE,W Evans Av,S Clay St,W Evans Ave & S Clay St (Stop No. 13564),,Denver County
-104.947674,39.678347,21,Evans Ave & S Cook St,E,65,Denver,80210,SE,E Evans Av,S Cook St,Evans Ave & S Cook St (Stop No. 13572),,Denver County
-105.071711,39.921987,128,Main St & E 3rd Ave {1104},N,75,Broomfield,80020,NE,Main St,W 3rd Av,Main St & E 3rd Ave {1104} (Stop No. 21310),,Broomfield County
-104.987625,39.642671,"0L, 0",S Broadway & Oxford Ave,N,90,Englewood,80113,NE,S Broadway,E Oxford Av,S Broadway & Oxford Ave (Stop No. 12572),,Englewood County
-105.150974,40.000069,225,Baseline Rd & Nyland Way,E,60,Lafayette,80026,SE,Baseline Rd,Nyland Wy,Baseline Rd & Nyland Way (Stop No. 22831),,Lafayette County
-104.992772,39.65497057,TRLY,Englewood Pkwy & S Cherokee St,W,75,Englewood,80110,,,,Englewood Pkwy & S Cherokee St (Stop No. 41004),,Englewood County
-105.244588,40.051138,205,Jay Rd & 47th St,W,75,Boulder,80301,NW,Jay Rd,47th St,Jay Rd & 47th St (Stop No. 25663),,Boulder County
-104.989791,39.701951,0,I-25 & Broadway Station Gate C1,W,75,Denver,80223, ,E Kentucky Ave,S Broadway,I-25 & Broadway Station Gate C1 (Stop No. 26280),,Denver County
-104.7376097,39.78193473,42,Green Valley Ranch Blvd & Orleans St,W,120,Denver,80249,NW,Green Valley Ranch Blvd,Orleans St,Green Valley Ranch Blvd & Orleans St (Stop No. 33453),,Denver County
-104.7517228,39.77468292,42,42nd Ave & Ireland St,W,90,Denver,80249,NW,42nd St,Ireland St,42nd Ave & Ireland St (Stop No. 33456),,Denver County
-105.240989,39.884572,GS,Hwy 93 & Milepost 9,N,75,Golden,80403,SE,*Rocky Flats West Ent,,Hwy 93 & Milepost 9 (Stop No. 14508),,Golden County
-105.0347023,39.64598977,"36L, 51, 36",S Lowell Blvd & W Mansfield Ave,S,20,Denver,80236,SW,S Lowell Blvd,W Milan Av,S Lowell Blvd & W Mansfield Ave (Stop No. 15103),,Denver County
-105.034612,39.642576,"36L, 36, 51",S Lowell Blvd & W Oxford Ave,N,117,Denver,80236,NE,S Lowell Blvd,W Oxford Av,S Lowell Blvd & W Oxford Ave (Stop No. 15104),,Denver County
-105.4401488,39.98708701,NB,Hwy 119 & Saint Anton,E,5,Boulder,80302,SE,*St Anton,,Hwy 119 & Saint Anton (Stop No. 21416),,Boulder County
-104.9108676,39.76202529,43,MLK Blvd & Niagara St,W,65,Denver,80207,NW,MLK Blvd,Niagara St,MLK Blvd & Niagara St (Stop No. 34442),,Denver County
-105.1310687,40.19145518,"326, J, LX, BOLT, LD",Hover St & Wedgewood Ave {1103},S,25,Longmont,80503,NW,Hover St,Wedgewood Ave,Hover St & Wedgewood Ave {1103} (Stop No. 34171),,Longmont County
-104.986429,39.74095167,"48, 99L, P, 32",Civic Center Station Gate 3,N,75,Denver,80202,,Civic Center,,Civic Center Station Gate 3 (Stop No. 35033),,Denver County
-104.9866138,39.74066842,FF,Civic Center Station Gate 8,N,75,Denver,80202,,Civic Center,,Civic Center Station Gate 8 (Stop No. 35038),,Denver County
-104.847335,39.72218,121,Peoria St & Del Mar Cir S,S,75,Aurora,80011,SW,Peoria St,Del Mar Cir S,Peoria St & Del Mar Cir S (Stop No. 22299),,Aurora County
-104.9035846,39.79524484,88,Quebec St & 54th Pl,S,90,Commerce City,80022,SW,Quebec St,E 54th Pl,Quebec St & 54th Pl (Stop No. 33031),,Commerce City County
-105.0865484,40.01478939,JUMP,Arapahoe Rd & Hawkridge Rd,W,75,Erie,80516,NW,Araphoe Rd,Hawkridge Rd,Arapahoe Rd & Hawkridge Rd (Stop No. 33250),,Erie County
-105.186406,40.014576,JUMP,Arapahoe Rd & Valtec Ln,E,105,Boulder,80303,SE,Arapahoe Rd,Valtec Ln,Arapahoe Rd & Valtec Ln (Stop No. 20364),,Boulder County
-105.0860697,39.79417079,72,Allison St & 5300 Block,N,100,Arvada,80002,SE,Aliison St,5300 Block,Allison St & 5300 Block (Stop No. 34947),,Arvada County
-105.0530855,39.83377333,51,Sheridan Blvd & W 76th Ave,N,160,Westminster,80030,SE,Sheridan Blvd,W 76th Ave,Sheridan Blvd & W 76th Ave (Stop No. 33975),,Westminster County
-104.83549,39.78618846,45,Andrews Dr and Worchester St,W,100,Denver,80239,NW,Andrews Dr,Elgin Pl,Andrews Dr and Worchester St (Stop No. 34860),,Denver County
-105.0852721,39.90623838,LD,US 36 & Broomfield Station Gate P {1105},E,5,Broomfield,80021,,US 36 & Broomfield Station,Gate P,US 36 & Broomfield Station Gate P {1105} (Stop No. 34658),,Broomfield County
-104.9922525,39.70777715,52,Alameda Station Gate B,S,5,Denver,80223,,Alameda Stn,Gate B,Alameda Station Gate B (Stop No. 26256),,Denver County
-104.9923837,39.70794831,3,Alameda Station Gate C,S,5,Denver,80223,,Alameda Stn,Gate C,Alameda Station Gate C (Stop No. 26257),,Denver County
-105.294047,39.710784,EV,Genesee PnR,E,75,Golden,80401,SE,Mt Vernon canyon Rd,Genesee Mountain Rd,Genesee PnR (Stop No. 20352),,Golden County
-104.9910048,39.55393859,401,S Broadway & Southpark Rd,S,200,Highlands Ranch,80129,SW,S Broadway,Southpark Rd,S Broadway & Southpark Rd (Stop No. 24635),,Highlands Ranch County
-104.967771,39.758193,28,29th Ave & Franklin St,E,75,Denver,80205,SE,E 29th Ave,Franklin St,29th Ave & Franklin St (Stop No. 22562),,Denver County
